Financial Institution Name,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1
"CITIBANK, N.A.",232.0,363.0,319.0,324.0,441.0,400.0,453.0,546.0,378.0,216.0,206.0,239.0,307.0,274.0,332.0,396.0,430.0,188.0,239.0,306.0,338.0,200.0,204.0,1538.0,1246.0,1376.0,1439.0,1642.0,1827.0,1809.0,1790.0,1755.0,1822.0,1645.0,1507.0,1441.0,1308.0,374.0,312.0,312.0,271.0,66.0,142.0,377.0,2541.0,1205.0,4463.0,973.0,1382.0,1707.0,1690.0,379.0,410.0,462.0,526.0,602.0,622.0,664.0,861.0,894.0,1045.0,1203.0,1101.0,1118.0,1154.0,1086.0,968.0,842.0,1012.0,938.0,893.0,1057.0,988.0
CITIZENS BANK OF MASSACHUSETTS,7.293,5.911,7.004,5.112,5.327,2.772,2.927,2.745,1.271,2.445,3.031,3.185,1.561,1.849,1.558,35.647,2.775,6.314,5.74,9.921,6.29,16.483,19.055,15.721,21.192,35.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITIZENS BANK OF PENNSYLVANIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.702,77.656,70.889,73.856,69.737,62.327,57.558,51.155,50.111,53.908,52.451,57.371,57.168,100.741,33.323,56.328,31.123,35.423,28.978,50.455,28.624,24.605,17.848,19.188,16.565,16.076,14.242,11.969,11.488,8.44,3.811,3.542,3.481,3.111,2.692,2.448,2.231,2.065,1.894,1.685,0.788,7.697,7.589,7.481,7.359,7.2,7.034,0.353,0.276,0.243,0.205,0.167,0.067,0.0
"CITIZENS BANK, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.703,16.87,43.244,42.155,37.667,21.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.384,29.91,37.648,11.685,10.82,9.445,6.649,5.866,6.14,5.349,4.779,4.485,4.057,6.248,5.608,5.089,4.383,3.197,3.852,2.508
CITIZENS FINANCIAL BANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITY NATIONAL BANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.464,45.664,44.773,49.22,48.172,46.127,43.479,42.963,41.802,40.638,32.457,32.076,31.599,30.387,27.987,27.636,30.283,29.414,27.475,26.463,29.265,36.251,45.293,45.293,45.275,43.091,40.531,40.129,38.911,36.119,32.763,35.264,34.955,33.925,35.482,40.884,207.466,224.432,318.116,365.362,382.268,390.896,443.423,469.254,486.27,487.621,489.07,484.424,491.564,489.782,520.774,644.669,645.137,646.723,667.282,671.706,683.405
COBIZ BANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.709,6.257,6.997,6.626,6.971,6.554,6.54,6.24,6.233,5.901,5.89,5.456,5.943,5.454,5.455,6.386,9.487,12.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLONIAL BANK,22.126,21.48,17.605,17.175,15.158,18.562,17.966,14.468,11.798,11.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.045,5.828,5.703,23.246,22.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"COLONIAL BANK, NATIONAL ASSOCIATION",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.563,8.542,19.74,19.887,21.697,23.146,15.275,14.104,12.95,7.621,6.042,14.032,14.743,10.217,9.765,9.068,8.914,11.815,6.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLUMBUS BANK AND TRUST COMPANY,0.0,0.0,0.0,0.0,0.0,12.797,11.862,12.185,11.391,11.798,10.509,10.313,10.107,10.243,9.694,9.481,9.261,8.36,8.144,7.953,7.878,7.815,7.751,7.692,7.634,7.576,7.517,12.655,12.59,12.523,12.454,66.712,66.362,67.387,66.655,65.921,65.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMERICA BANK,26.016,25.588,29.855,29.824,29.119,36.018,36.428,40.018,39.354,47.247,44.566,43.214,44.39,43.474,45.929,59.483,57.808,84.524,77.705,75.541,66.596,75.789,62.869,67.326,71.007,57.443,63.052,65.569,63.481,63.921,74.071,74.622,68.667,70.798,81.515,73.951,71.937,69.614,47.12,46.574,79.6,130.219,100.809,100.908,90.042,130.061,156.98,49.746,45.819,52.095,39.039,31.087,24.561,21.186,21.741,41.428,12.825,19.923,20.093,19.441,20.306,168.853,165.318,175.083,176.793,189.307,199.316,172.916,166.532,177.677,158.074,145.475,141.0
"COMMERCE BANK OF WASHINGTON, NATIONAL ASSOCIATION, THE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.925,5.85,5.775,5.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMPASS BANK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.833,66.611,61.353,63.161,76.658,72.551,69.78,96.797,93.95,91.279,120.959,148.907,178.95,197.427,242.184,250.3,391.048,325.296,510.936,610.005,717.523,774.97,915.959,1119.987,1178.208,1242.317,1236.152,1395.955,1477.475,1719.699,1871.882,2008.14,2169.8,2380.759,2611.311,2620.11,2933.786,3398.753,3634.863,3874.323,4249.956,4320.324,4471.009,4498.197,4510.524,4655.26,4703.832,4831.146,4965.141,4994.327,4891.119,4831.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
